true_persona,age,monthly_income,savings_rate,pct_spend_discretionary,app_opens_per_week,avg_transaction_value,transactions_per_month,investment_balance,credit_utilization,months_active,monthly_spend
Steady Middle,44,7140.0,0.159,0.327,13.0,89.09,35,4980.0,0.282,53,6180.0
Credit-Reliant Household,36,3220.0,-0.011,0.292,6.7,70.09,31,260.0,0.536,25,3550.0
High-Income Investor,46,10970.0,0.339,0.299,5.4,86.47,14,34510.0,0.137,21,8290.0
Steady Middle,36,5760.0,0.122,0.374,8.9,52.4,14,7400.0,0.155,16,5370.0
Young Digital Spender,26,2820.0,0.069,0.682,26.7,14.71,53,240.0,0.308,25,2450.0
Budget-Conscious Saver,39,5640.0,0.217,0.181,6.5,35.0,15,850.0,0.101,40,5020.0
Young Digital Spender,23,4110.0,0.089,0.654,14.8,27.8,39,40.0,0.489,57,3430.0
Credit-Reliant Household,34,2660.0,-0.05,0.506,6.3,28.73,40,20.0,0.821,31,2780.0
Young Digital Spender,24,3570.0,0.086,0.697,23.8,43.94,62,90.0,0.249,45,3160.0
Steady Middle,27,7550.0,0.134,0.438,6.7,44.46,24,7760.0,0.137,2,7230.0
Budget-Conscious Saver,33,3350.0,0.363,0.309,8.9,47.55,30,5460.0,0.075,37,2130.0
Credit-Reliant Household,46,4740.0,-0.029,0.349,10.5,55.91,28,90.0,0.587,1,4910.0
High-Income Investor,54,16050.0,0.219,0.336,4.3,161.99,21,120410.0,0.108,24,12540.0
Credit-Reliant Household,40,3240.0,0.075,0.323,4.9,27.65,24,220.0,0.856,21,3210.0
Young Digital Spender,25,2910.0,0.02,0.633,28.3,47.55,48,430.0,0.516,4,2940.0
Credit-Reliant Household,28,3010.0,-0.025,0.351,9.6,32.93,22,30.0,0.936,16,3150.0
Young Digital Spender,21,2410.0,0.038,0.764,28.3,25.26,65,140.0,0.37,43,2050.0
Steady Middle,38,5200.0,0.164,0.391,7.8,46.32,18,6850.0,0.298,46,4600.0
Credit-Reliant Household,33,3580.0,-0.09,0.39,12.2,11.82,39,190.0,0.791,31,3470.0
Steady Middle,39,4240.0,0.104,0.422,8.6,66.28,24,1400.0,0.328,37,3530.0
Budget-Conscious Saver,39,5060.0,0.286,0.195,4.0,74.96,25,2150.0,0.083,58,4100.0
Credit-Reliant Household,29,3930.0,-0.045,0.326,8.3,26.61,29,180.0,0.826,59,4620.0
Young Digital Spender,27,2960.0,0.083,0.608,15.0,37.9,60,260.0,0.394,32,2890.0
Budget-Conscious Saver,35,5320.0,0.291,0.26,5.3,47.26,35,1320.0,0.086,6,3910.0
High-Income Investor,53,9970.0,0.3,0.323,5.5,133.7,23,76140.0,0.062,30,7340.0
Budget-Conscious Saver,29,5630.0,0.181,0.268,4.7,81.52,29,1040.0,0.238,42,4220.0
Budget-Conscious Saver,38,3800.0,0.28,0.144,9.3,33.24,16,1010.0,0.094,51,2780.0
Budget-Conscious Saver,29,5980.0,0.204,0.213,8.2,48.86,28,1890.0,0.044,24,4110.0
High-Income Investor,48,15590.0,0.313,0.366,7.8,86.03,9,94840.0,0.159,21,10200.0
Budget-Conscious Saver,28,5670.0,0.325,0.269,10.4,33.34,25,1040.0,0.168,32,4050.0
Budget-Conscious Saver,33,5310.0,0.283,0.22,10.2,36.23,18,2310.0,0.181,6,3530.0
Credit-Reliant Household,38,2630.0,-0.06,0.427,13.6,46.93,26,150.0,0.717,37,2790.0
Young Digital Spender,23,3010.0,0.009,0.572,18.1,42.3,66,240.0,0.32,30,2810.0
Steady Middle,45,5400.0,0.134,0.383,4.8,52.65,38,2540.0,0.311,3,4580.0
Steady Middle,42,6610.0,0.111,0.365,5.6,49.09,31,7780.0,0.278,17,5870.0
Steady Middle,38,4890.0,0.073,0.402,7.7,65.4,21,1920.0,0.298,6,4630.0
Steady Middle,35,6520.0,0.105,0.359,6.8,30.9,26,9430.0,0.345,13,5570.0
Credit-Reliant Household,38,3000.0,-0.034,0.41,8.9,57.14,18,210.0,0.78,31,3140.0
Young Digital Spender,27,4460.0,0.013,0.541,19.0,24.95,55,110.0,0.543,32,4220.0
Credit-Reliant Household,48,3720.0,-0.015,0.451,8.8,13.78,36,270.0,0.781,16,4160.0
Budget-Conscious Saver,27,3960.0,0.349,0.338,5.4,63.17,21,1450.0,0.13,35,2550.0
Steady Middle,35,7070.0,0.151,0.413,12.2,87.85,18,3990.0,0.317,28,6310.0
Young Digital Spender,20,3210.0,0.087,0.559,17.6,52.72,63,140.0,0.231,46,2530.0
Credit-Reliant Household,54,4120.0,-0.018,0.33,5.8,54.81,36,240.0,0.668,27,3660.0
Steady Middle,33,7800.0,0.137,0.313,10.8,70.43,34,3670.0,0.329,1,5850.0
High-Income Investor,56,9190.0,0.36,0.394,5.9,171.37,26,45480.0,0.139,59,5880.0
High-Income Investor,38,17140.0,0.304,0.263,6.5,99.96,23,41430.0,0.125,53,12210.0
Credit-Reliant Household,37,4690.0,0.062,0.386,11.4,31.44,36,180.0,0.957,52,4260.0
Young Digital Spender,25,2280.0,0.119,0.548,25.5,57.38,48,340.0,0.42,35,2120.0
Young Digital Spender,24,2840.0,0.011,0.514,11.3,63.77,50,160.0,0.224,26,3030.0
Credit-Reliant Household,51,3440.0,-0.004,0.387,12.3,48.6,25,220.0,0.758,54,3720.0
High-Income Investor,40,17430.0,0.34,0.397,6.0,80.62,21,37980.0,0.002,58,11250.0
Young Digital Spender,21,2570.0,0.107,0.463,26.4,37.7,39,460.0,0.482,51,2190.0
Budget-Conscious Saver,38,4870.0,0.276,0.189,6.0,59.79,29,720.0,0.216,44,3260.0
Budget-Conscious Saver,26,5710.0,0.378,0.154,7.9,65.43,24,1440.0,0.138,11,3960.0
Steady Middle,41,5000.0,0.125,0.421,7.3,35.98,28,9540.0,0.3,36,4210.0
Credit-Reliant Household,39,3310.0,-0.02,0.319,10.4,34.22,36,170.0,0.82,50,3630.0
Credit-Reliant Household,46,4950.0,-0.042,0.416,11.9,47.29,28,60.0,0.822,33,5880.0
Steady Middle,30,5410.0,0.195,0.426,5.7,44.9,9,5680.0,0.279,18,4410.0
Budget-Conscious Saver,25,4020.0,0.301,0.299,7.8,20.02,18,5670.0,0.206,45,2830.0
Budget-Conscious Saver,31,6170.0,0.277,0.182,9.2,11.69,38,2460.0,0.102,45,5080.0
High-Income Investor,44,14340.0,0.408,0.316,8.4,184.78,7,58400.0,0.066,13,7280.0
Steady Middle,27,6960.0,0.134,0.424,8.0,21.85,25,6860.0,0.061,8,5530.0
Young Digital Spender,20,3990.0,0.042,0.465,27.7,56.63,73,240.0,0.38,31,3290.0
Steady Middle,28,4600.0,0.138,0.267,9.9,55.13,27,8220.0,0.284,30,3850.0
Credit-Reliant Household,48,4380.0,-0.022,0.464,12.4,53.14,27,180.0,0.657,25,4920.0
High-Income Investor,50,13190.0,0.393,0.441,9.3,120.37,16,31210.0,0.009,25,8840.0
Steady Middle,26,5870.0,0.153,0.316,9.3,37.31,20,4490.0,0.326,51,5180.0
High-Income Investor,50,15500.0,0.267,0.353,7.3,76.25,13,28430.0,0.099,25,12840.0
Young Digital Spender,21,3360.0,0.008,0.701,13.5,59.68,47,70.0,0.549,27,3760.0
Young Digital Spender,25,3380.0,0.071,0.527,13.1,46.13,47,180.0,0.315,5,2940.0
Steady Middle,35,6120.0,0.131,0.372,11.3,63.71,26,3530.0,0.278,13,4990.0
Young Digital Spender,21,3790.0,0.044,0.596,18.0,35.42,67,230.0,0.457,58,3560.0
Steady Middle,42,7030.0,0.189,0.322,6.5,46.79,41,3470.0,0.293,57,5870.0
Steady Middle,37,7840.0,0.172,0.344,4.7,62.12,30,11070.0,0.309,59,5730.0
Budget-Conscious Saver,40,5610.0,0.289,0.135,6.7,52.57,29,2330.0,0.082,5,4100.0
Budget-Conscious Saver,33,4970.0,0.31,0.296,5.3,51.49,29,5330.0,0.102,17,3060.0
Young Digital Spender,20,3450.0,0.059,0.487,28.3,22.41,40,310.0,0.472,25,3000.0
Young Digital Spender,20,3960.0,0.107,0.621,27.9,51.73,55,100.0,0.191,17,3790.0
Steady Middle,32,4630.0,0.172,0.386,4.9,77.51,19,17640.0,0.245,56,4280.0
Steady Middle,27,6080.0,0.151,0.317,8.0,72.16,16,2990.0,0.171,20,5140.0
Young Digital Spender,27,2630.0,0.129,0.539,18.1,16.2,64,40.0,0.246,16,2540.0
Credit-Reliant Household,52,2660.0,0.01,0.308,12.9,48.61,30,220.0,0.609,26,2560.0
Young Digital Spender,25,3190.0,0.054,0.514,27.6,55.7,50,170.0,0.42,18,2920.0
Steady Middle,35,7240.0,0.148,0.346,5.4,40.71,39,12460.0,0.341,3,6990.0
Young Digital Spender,27,2540.0,0.094,0.528,20.9,28.56,44,410.0,0.23,48,2640.0
Steady Middle,44,7460.0,0.117,0.406,11.1,80.73,24,710.0,0.367,54,7000.0
Credit-Reliant Household,41,3320.0,-0.053,0.471,6.7,46.83,39,190.0,0.748,1,4010.0
Steady Middle,45,4440.0,0.102,0.313,8.9,21.4,23,5830.0,0.407,42,4000.0
Budget-Conscious Saver,29,6250.0,0.302,0.193,9.0,60.23,37,670.0,0.189,15,3870.0
Young Digital Spender,26,3060.0,0.038,0.646,16.7,15.22,47,230.0,0.51,59,2590.0
Young Digital Spender,26,4230.0,0.011,0.619,28.2,41.98,40,260.0,0.298,49,4500.0
Young Digital Spender,27,3010.0,0.071,0.565,12.9,21.41,50,410.0,0.355,34,2470.0
Young Digital Spender,24,2870.0,0.048,0.691,24.4,61.51,41,460.0,0.444,54,2840.0
Steady Middle,30,6120.0,0.177,0.39,8.0,60.93,25,10750.0,0.375,26,4910.0
Young Digital Spender,23,4470.0,0.059,0.625,26.9,51.22,42,720.0,0.253,32,4140.0
Budget-Conscious Saver,33,6140.0,0.218,0.125,4.9,49.38,31,3480.0,0.202,40,5340.0
Young Digital Spender,24,2660.0,0.075,0.462,25.0,55.38,32,130.0,0.203,16,2350.0
Budget-Conscious Saver,30,5550.0,0.285,0.225,8.6,16.58,32,4190.0,0.158,36,3390.0
Budget-Conscious Saver,29,3290.0,0.31,0.28,5.9,63.07,43,1450.0,0.175,5,2280.0
High-Income Investor,57,14220.0,0.384,0.393,3.4,75.68,31,42730.0,0.103,42,9200.0
Steady Middle,31,5310.0,0.107,0.261,9.6,42.39,23,7820.0,0.236,7,4690.0
Steady Middle,34,7750.0,0.121,0.338,6.8,64.34,35,4850.0,0.252,20,5980.0
Budget-Conscious Saver,27,5950.0,0.239,0.265,3.4,15.82,33,2640.0,0.099,3,3940.0
Young Digital Spender,27,3630.0,-0.025,0.574,24.2,60.78,62,360.0,0.263,37,3610.0
Young Digital Spender,27,3380.0,0.073,0.456,28.2,18.75,59,280.0,0.251,35,3410.0
Young Digital Spender,26,2410.0,0.049,0.458,16.0,5.0,59,390.0,0.483,41,2140.0
Young Digital Spender,22,3790.0,0.056,0.573,19.5,30.35,55,340.0,0.383,58,3730.0
Steady Middle,34,6570.0,0.174,0.359,8.1,64.96,26,3130.0,0.261,44,6150.0
Young Digital Spender,21,3040.0,0.028,0.606,28.4,35.82,59,50.0,0.419,7,2690.0
Steady Middle,42,5300.0,0.15,0.319,7.6,64.05,29,9390.0,0.36,56,4820.0
Budget-Conscious Saver,28,4390.0,0.288,0.182,8.5,88.46,19,1880.0,0.197,13,3090.0
Steady Middle,41,5620.0,0.128,0.317,13.9,79.75,37,1680.0,0.292,24,5130.0
Credit-Reliant Household,43,3770.0,-0.074,0.368,13.1,61.84,25,0.0,0.894,21,3450.0
Budget-Conscious Saver,40,6230.0,0.378,0.299,9.1,43.05,30,2240.0,0.119,39,3600.0
High-Income Investor,50,8250.0,0.259,0.22,5.9,71.17,11,137950.0,0.055,3,5890.0
Young Digital Spender,22,4210.0,0.025,0.632,13.2,54.58,52,140.0,0.426,24,4180.0
High-Income Investor,53,12180.0,0.389,0.328,7.7,158.79,22,14580.0,0.094,54,8040.0
Steady Middle,36,4060.0,0.129,0.332,7.9,54.96,19,7140.0,0.433,41,3510.0
Young Digital Spender,22,3220.0,-0.01,0.662,20.5,34.7,36,300.0,0.384,1,3380.0
Budget-Conscious Saver,32,6420.0,0.244,0.235,8.1,90.17,35,2290.0,0.255,23,5340.0
Steady Middle,26,7290.0,0.064,0.297,9.1,55.53,21,6700.0,0.118,8,7460.0
Steady Middle,27,5410.0,0.121,0.361,10.0,94.83,33,3340.0,0.183,43,5410.0
Young Digital Spender,21,4420.0,0.059,0.55,19.1,42.02,66,100.0,0.386,30,3840.0
Steady Middle,30,5880.0,0.111,0.273,4.7,85.51,20,4040.0,0.246,18,5840.0
Credit-Reliant Household,38,4180.0,-0.078,0.248,5.3,32.72,39,100.0,0.696,50,3870.0
Steady Middle,46,6760.0,0.11,0.301,9.5,69.11,37,4570.0,0.297,27,5860.0
Budget-Conscious Saver,27,4970.0,0.273,0.239,10.9,35.55,26,2020.0,0.098,54,3990.0
High-Income Investor,49,15800.0,0.352,0.268,8.4,174.91,11,118610.0,0.145,30,9280.0
Steady Middle,43,6130.0,0.124,0.341,5.9,81.12,29,1480.0,0.291,28,5870.0
Budget-Conscious Saver,31,3540.0,0.337,0.144,7.4,32.63,13,1520.0,0.165,41,2170.0
Young Digital Spender,21,2210.0,0.082,0.728,14.0,31.62,69,270.0,0.282,2,2290.0
High-Income Investor,54,16600.0,0.188,0.336,7.9,190.56,17,49760.0,0.106,21,12690.0
Steady Middle,35,6630.0,0.2,0.368,9.5,84.84,14,8840.0,0.251,54,4610.0
Young Digital Spender,27,3870.0,0.034,0.553,20.0,56.26,51,50.0,0.479,52,3270.0
Young Digital Spender,21,4410.0,0.06,0.483,24.9,42.3,35,150.0,0.25,25,4100.0
High-Income Investor,55,14100.0,0.261,0.287,4.8,89.14,20,72090.0,0.098,42,10850.0
Budget-Conscious Saver,41,5910.0,0.299,0.232,0.6,23.31,21,2690.0,0.225,20,4410.0
Credit-Reliant Household,28,2940.0,-0.006,0.342,12.6,35.2,38,100.0,0.555,48,2530.0
Budget-Conscious Saver,39,6350.0,0.25,0.278,8.1,71.24,35,4700.0,0.195,22,4250.0
Steady Middle,45,7040.0,0.107,0.346,8.7,78.77,42,5710.0,0.202,40,5860.0
Steady Middle,46,5900.0,0.103,0.362,8.9,60.23,21,5280.0,0.406,43,4900.0
Credit-Reliant Household,38,4180.0,-0.009,0.409,14.9,60.73,39,40.0,0.939,18,4570.0
Steady Middle,29,6840.0,0.097,0.219,8.1,51.19,40,830.0,0.182,53,5890.0
Steady Middle,33,4160.0,0.161,0.306,11.5,22.05,36,8610.0,0.159,23,3610.0
High-Income Investor,57,9460.0,0.32,0.217,6.7,188.13,17,25910.0,0.119,18,6410.0
Budget-Conscious Saver,33,3620.0,0.287,0.228,6.2,22.32,39,2960.0,0.144,6,2220.0
Young Digital Spender,21,2540.0,0.032,0.675,21.6,34.45,35,90.0,0.531,57,2110.0
Steady Middle,31,6860.0,0.192,0.469,8.7,41.4,29,3680.0,0.225,16,5520.0
Credit-Reliant Household,37,3610.0,-0.058,0.411,11.9,18.43,37,130.0,0.613,16,3620.0
Steady Middle,41,7220.0,0.113,0.312,7.0,19.83,31,11970.0,0.141,58,6720.0
Young Digital Spender,24,2870.0,0.029,0.613,26.9,42.7,60,490.0,0.442,9,2990.0
Budget-Conscious Saver,36,4470.0,0.277,0.151,4.4,73.18,36,4880.0,0.023,28,3400.0
Young Digital Spender,27,4050.0,0.029,0.561,12.9,42.44,46,330.0,0.447,45,3890.0
Budget-Conscious Saver,38,6400.0,0.193,0.3,5.5,30.96,22,1020.0,0.139,33,5560.0
Budget-Conscious Saver,37,4180.0,0.331,0.223,5.1,65.38,35,1950.0,0.236,26,3000.0
Young Digital Spender,23,3740.0,0.073,0.505,22.8,47.1,51,660.0,0.32,45,3390.0
Young Digital Spender,20,3080.0,0.071,0.556,22.5,19.65,48,230.0,0.405,3,2580.0
Steady Middle,36,4070.0,0.138,0.276,9.3,60.28,25,10050.0,0.292,36,3180.0
Credit-Reliant Household,37,4900.0,-0.003,0.447,9.9,71.66,24,20.0,0.993,2,5550.0
High-Income Investor,55,13610.0,0.408,0.486,2.9,92.19,21,89720.0,0.146,9,8880.0
Credit-Reliant Household,53,2850.0,0.038,0.532,7.8,43.75,36,60.0,0.631,11,2730.0
Budget-Conscious Saver,30,3270.0,0.155,0.145,3.5,58.82,9,1960.0,0.226,9,2890.0
Steady Middle,33,4370.0,0.133,0.305,6.2,64.11,38,9870.0,0.375,42,4030.0
Steady Middle,29,6820.0,0.179,0.396,8.1,41.71,23,4790.0,0.263,43,5450.0
High-Income Investor,51,16180.0,0.368,0.45,4.4,191.57,8,59610.0,0.0,37,9910.0
Young Digital Spender,26,3590.0,0.07,0.59,14.6,14.97,55,750.0,0.231,57,3610.0
Steady Middle,38,4380.0,0.088,0.383,9.5,48.65,36,1150.0,0.417,19,4140.0
Young Digital Spender,24,4220.0,0.02,0.541,19.8,26.85,53,340.0,0.242,56,4060.0
Young Digital Spender,22,2690.0,0.052,0.609,27.4,44.63,43,40.0,0.517,41,2600.0
Steady Middle,26,6570.0,0.104,0.458,10.2,64.87,21,9050.0,0.336,39,6770.0
Steady Middle,35,7180.0,0.121,0.416,11.2,41.01,29,8900.0,0.283,43,5720.0
Budget-Conscious Saver,25,4300.0,0.272,0.259,9.4,43.85,34,3600.0,0.164,29,3270.0
Credit-Reliant Household,52,3370.0,-0.06,0.295,13.3,44.85,25,110.0,0.88,16,3240.0
Young Digital Spender,22,2960.0,0.1,0.411,12.6,51.11,61,500.0,0.458,35,2720.0
Steady Middle,27,5000.0,0.157,0.402,9.3,60.79,19,15570.0,0.327,45,4130.0
Steady Middle,42,7290.0,0.18,0.343,8.3,38.11,21,11320.0,0.236,6,6590.0
Young Digital Spender,20,3270.0,0.061,0.489,23.5,62.02,57,210.0,0.38,18,2750.0
Budget-Conscious Saver,32,4840.0,0.138,0.12,5.8,35.43,27,2800.0,0.136,5,3610.0
Young Digital Spender,21,4480.0,0.046,0.569,17.0,57.01,64,260.0,0.151,31,4330.0
Budget-Conscious Saver,32,3140.0,0.317,0.314,6.7,71.04,21,2920.0,0.158,20,1950.0
Steady Middle,28,7770.0,0.123,0.36,4.7,65.64,22,12300.0,0.318,49,7350.0
Steady Middle,38,5660.0,0.123,0.295,6.3,73.14,33,8340.0,0.301,29,5050.0
Credit-Reliant Household,46,3960.0,0.03,0.386,11.4,29.64,29,110.0,0.75,55,3410.0
High-Income Investor,46,8060.0,0.321,0.371,5.3,83.88,29,23620.0,0.151,6,5150.0
Credit-Reliant Household,52,4100.0,-0.059,0.43,7.1,33.63,26,240.0,0.832,32,4500.0
Budget-Conscious Saver,25,5930.0,0.174,0.183,5.4,67.1,25,3550.0,0.154,22,4560.0
High-Income Investor,36,11570.0,0.412,0.285,3.3,162.27,14,42210.0,0.164,41,5950.0
Budget-Conscious Saver,40,3470.0,0.282,0.146,3.6,36.92,26,4230.0,0.218,16,2350.0
Budget-Conscious Saver,37,5690.0,0.303,0.272,9.8,40.58,34,2560.0,0.189,10,4290.0
Young Digital Spender,26,2440.0,0.001,0.602,26.4,20.24,43,320.0,0.41,2,2760.0
Young Digital Spender,21,3870.0,0.098,0.468,12.5,34.5,60,560.0,0.56,1,3920.0
Budget-Conscious Saver,26,5070.0,0.208,0.104,9.9,54.27,33,4180.0,0.069,35,4300.0
Steady Middle,35,7020.0,0.115,0.466,3.1,79.9,19,11680.0,0.149,1,6440.0
Steady Middle,28,7250.0,0.14,0.272,7.7,69.78,22,820.0,0.243,41,6130.0
Budget-Conscious Saver,36,4040.0,0.311,0.301,2.4,53.05,21,1710.0,0.129,4,2420.0
Credit-Reliant Household,33,2860.0,-0.036,0.457,8.5,36.32,21,400.0,0.668,59,3120.0
Budget-Conscious Saver,41,4230.0,0.196,0.229,11.1,75.95,29,1210.0,0.167,42,3390.0
Steady Middle,41,4080.0,0.086,0.325,7.8,83.36,17,3290.0,0.328,23,3620.0
High-Income Investor,44,17480.0,0.302,0.319,4.4,214.81,12,118090.0,0.128,27,13700.0
Budget-Conscious Saver,34,4940.0,0.149,0.183,1.5,55.07,20,650.0,0.052,12,3680.0
Young Digital Spender,25,2760.0,0.068,0.591,29.0,27.87,41,120.0,0.35,49,2800.0
Steady Middle,37,5340.0,0.106,0.378,11.4,71.85,20,10070.0,0.33,20,4200.0
High-Income Investor,41,12320.0,0.245,0.462,4.7,123.7,5,47760.0,0.084,58,9960.0
Budget-Conscious Saver,40,5070.0,0.252,0.295,7.0,47.46,20,1200.0,0.049,31,3480.0
Credit-Reliant Household,51,4270.0,0.023,0.437,9.6,62.02,23,50.0,0.922,5,4070.0
Steady Middle,31,6380.0,0.159,0.187,6.0,57.73,29,7060.0,0.183,2,6040.0
Young Digital Spender,22,3140.0,0.011,0.613,21.9,50.75,59,190.0,0.384,41,2840.0
Credit-Reliant Household,53,3280.0,0.001,0.446,14.5,16.79,36,80.0,0.589,11,3050.0
Credit-Reliant Household,38,4750.0,0.002,0.506,9.1,38.46,27,150.0,0.69,44,5250.0
Young Digital Spender,22,2900.0,-0.008,0.457,15.3,39.77,61,250.0,0.281,3,2520.0
Steady Middle,37,7470.0,0.139,0.344,7.2,81.18,27,3450.0,0.222,57,6400.0
Budget-Conscious Saver,29,3440.0,0.238,0.247,7.4,40.07,27,4650.0,0.222,27,2620.0
Steady Middle,26,6130.0,0.176,0.337,9.3,34.77,25,5710.0,0.375,17,4860.0
Budget-Conscious Saver,41,6380.0,0.297,0.357,5.5,49.65,27,1530.0,0.142,28,4710.0
Young Digital Spender,24,2650.0,0.05,0.604,17.1,26.86,47,190.0,0.415,29,2790.0
Steady Middle,32,6590.0,0.123,0.38,9.4,84.11,24,5730.0,0.323,19,5180.0
Credit-Reliant Household,31,5000.0,-0.007,0.294,7.6,31.51,35,50.0,0.772,47,5190.0
Credit-Reliant Household,37,4600.0,-0.011,0.472,7.6,65.68,18,250.0,0.833,5,3960.0
Steady Middle,47,6600.0,0.185,0.337,4.4,72.38,37,10890.0,0.229,11,5530.0
Steady Middle,33,5000.0,0.115,0.349,4.8,69.15,37,11170.0,0.256,5,4190.0
Steady Middle,39,5730.0,0.135,0.448,13.3,73.88,32,8090.0,0.155,5,5280.0
Budget-Conscious Saver,38,5720.0,0.148,0.291,8.6,56.59,20,3630.0,0.177,47,4270.0
High-Income Investor,51,14200.0,0.25,0.359,5.9,205.34,26,102310.0,0.088,35,11570.0
Young Digital Spender,21,4440.0,-0.065,0.617,29.1,22.67,59,340.0,0.485,20,4330.0
Steady Middle,34,6970.0,0.163,0.328,4.0,55.88,24,8660.0,0.137,17,6210.0
Budget-Conscious Saver,26,3770.0,0.197,0.101,9.1,62.39,30,5880.0,0.245,23,2670.0
Steady Middle,31,4980.0,0.125,0.421,12.5,36.4,39,7550.0,0.27,39,4120.0
Credit-Reliant Household,47,4330.0,-0.015,0.484,6.4,35.74,27,30.0,0.655,31,4180.0
Budget-Conscious Saver,30,5970.0,0.372,0.226,6.4,49.07,16,1210.0,0.272,25,3250.0
Steady Middle,39,7420.0,0.067,0.41,7.8,25.05,25,9490.0,0.361,23,7060.0
Steady Middle,35,5210.0,0.14,0.363,6.3,38.43,33,14760.0,0.286,40,4580.0
Steady Middle,36,4270.0,0.117,0.406,10.9,74.43,41,4630.0,0.231,23,3570.0
Steady Middle,34,4030.0,0.111,0.343,8.1,55.31,11,18190.0,0.363,33,3700.0
Budget-Conscious Saver,25,6500.0,0.332,0.284,7.3,75.64,17,2980.0,0.059,49,4290.0
Steady Middle,39,4010.0,0.167,0.345,6.8,52.05,23,12850.0,0.367,59,3670.0
Budget-Conscious Saver,36,5960.0,0.192,0.193,2.5,53.73,18,2820.0,0.091,25,5220.0
Steady Middle,45,5670.0,0.097,0.393,6.4,58.19,22,6610.0,0.203,39,4560.0
Steady Middle,49,4640.0,0.168,0.313,11.5,73.79,37,5970.0,0.142,13,3880.0
Credit-Reliant Household,34,3020.0,-0.05,0.469,10.0,26.68,51,80.0,0.629,21,3540.0
Young Digital Spender,23,2650.0,-0.022,0.51,23.3,49.92,67,90.0,0.503,31,2400.0
Steady Middle,47,4220.0,0.177,0.268,6.5,64.34,16,5430.0,0.296,24,3220.0
Young Digital Spender,21,4260.0,0.115,0.48,13.9,44.31,59,360.0,0.323,11,3720.0
Young Digital Spender,27,3610.0,0.113,0.651,27.3,43.63,36,240.0,0.41,31,3590.0
Young Digital Spender,27,2430.0,-0.009,0.513,25.6,56.88,39,250.0,0.491,30,2280.0
Credit-Reliant Household,38,3390.0,-0.042,0.442,7.2,39.23,41,300.0,0.725,15,3830.0
Young Digital Spender,22,2790.0,-0.006,0.64,12.0,21.96,69,60.0,0.404,21,2860.0
Credit-Reliant Household,53,3320.0,-0.086,0.483,13.7,17.15,32,200.0,0.637,25,3270.0
Young Digital Spender,26,2490.0,0.058,0.488,12.4,46.21,42,300.0,0.22,38,2570.0
High-Income Investor,56,16330.0,0.291,0.42,3.8,84.08,14,68970.0,0.172,8,10990.0
Budget-Conscious Saver,26,6470.0,0.324,0.206,3.8,51.25,21,4890.0,0.271,45,4770.0
High-Income Investor,47,13040.0,0.278,0.364,2.6,182.38,17,113120.0,0.13,46,9430.0
High-Income Investor,50,16850.0,0.365,0.254,5.7,221.28,9,70330.0,0.176,57,12190.0
Young Digital Spender,25,2400.0,0.053,0.544,23.9,67.11,53,260.0,0.386,57,2250.0
Credit-Reliant Household,33,4470.0,0.017,0.461,10.3,29.61,38,220.0,0.726,41,3880.0
High-Income Investor,42,8420.0,0.262,0.398,3.1,151.89,28,30460.0,0.237,59,6310.0
Budget-Conscious Saver,26,3830.0,0.211,0.248,8.7,54.21,39,3060.0,0.27,58,3140.0
Steady Middle,26,5430.0,0.136,0.354,6.2,77.65,20,3360.0,0.351,28,5260.0
Young Digital Spender,26,2810.0,-0.001,0.663,28.1,37.26,63,150.0,0.43,29,2760.0
Budget-Conscious Saver,38,5500.0,0.134,0.145,6.7,35.65,16,460.0,0.28,45,4720.0
Steady Middle,47,5240.0,0.079,0.292,6.0,45.97,30,6550.0,0.271,7,4250.0
Steady Middle,36,5830.0,0.14,0.402,7.6,40.58,21,5730.0,0.239,32,4410.0
Steady Middle,33,6860.0,0.059,0.3,7.5,47.24,42,4250.0,0.313,37,7320.0
Young Digital Spender,20,3160.0,0.056,0.693,24.5,37.01,65,300.0,0.299,12,2920.0
Steady Middle,31,6830.0,0.152,0.371,6.6,30.12,22,4660.0,0.219,1,5280.0
Steady Middle,30,6340.0,0.116,0.32,9.2,65.44,22,10670.0,0.308,50,6050.0
Steady Middle,35,6120.0,0.085,0.392,9.5,64.16,23,6110.0,0.399,14,6280.0
Credit-Reliant Household,54,4690.0,-0.004,0.419,11.8,51.42,14,270.0,0.718,44,4800.0
Young Digital Spender,22,2830.0,0.005,0.73,22.0,17.67,65,500.0,0.383,42,2830.0
Steady Middle,30,5050.0,0.175,0.253,6.6,76.52,40,4700.0,0.22,56,4180.0
Steady Middle,31,7520.0,0.08,0.3,8.1,82.51,32,3160.0,0.114,53,5930.0
Budget-Conscious Saver,35,6130.0,0.259,0.262,8.1,54.86,21,930.0,0.21,45,5200.0
Young Digital Spender,21,2810.0,0.073,0.662,25.0,24.39,50,260.0,0.46,40,2300.0
Steady Middle,47,4590.0,0.19,0.332,5.1,55.69,43,7850.0,0.176,18,3500.0
Credit-Reliant Household,40,4970.0,0.024,0.442,13.9,33.47,35,350.0,0.714,27,4160.0
High-Income Investor,55,14360.0,0.361,0.297,9.0,159.93,7,22120.0,0.045,47,10230.0
High-Income Investor,55,15480.0,0.355,0.212,5.7,199.82,10,57320.0,0.159,46,8510.0
Credit-Reliant Household,43,4190.0,-0.001,0.425,8.5,27.94,49,370.0,0.854,34,4430.0
